"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"133",1950,1,"    0.98 ","    2.81 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    5.86 ","    1.22 ","    0.00 ","    0.00 ","    2.20 ","    2.81 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    3.05 ","    8.05 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 "
"134",1950,2,"    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    3.05 ","    0.98 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    4.03 ","    0.00 ","    6.22 ","    4.39 ","    2.81 ","   10.49 ","    0.00 ","    0.00 ","    0.00 ","    1.22 ","    1.22 ","    0.98 ","NA","NA","NA"
"135",1950,3,"    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   20.74 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.61 ","    0.61 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 "
"136",1950,4,"    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    1.22 ","    9.27 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    1.26 ","    7.39 ","    3.05 ","    0.00 ","    3.66 ","    0.00 ","    0.00 ","    3.66 ","    9.27 ","    6.47 ","    1.22 ","    0.00 ","    0.00 ","    0.00 ","NA"
"137",1950,5,"    1.57 ","    0.00 ","    0.00 ","    0.00 ","    1.78 ","    7.73 ","    0.00 ","    8.67 ","    6.22 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.74 ","    1.78 ","    0.00 ","   13.95 ","    7.60 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    4.69 ","    3.96 ","    0.00 "
"138",1950,6,"    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","NA","NA","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","NA","    0.00 ","    0.00 ","NA","    0.00 ","    0.00 ","    0.00 ","NA","    0.00 ","    0.00 ","NA","    0.00 ","    0.00 ","NA","NA","NA","NA"
"139",1950,7,"    0.00 ","    0.00 ","NA","NA","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","NA","NA","NA","    0.00 ","NA","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","NA","    0.00 ","    0.00 ","NA","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 "
"140",1950,8,"    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","NA","NA","    0.00 ","    0.00 ","    0.00 ","    0.00 ","NA","    0.00 ","NA","    0.00 ","NA","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","NA","    0.00 ","    0.00 "
"141",1950,9,"NA","NA","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","NA","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","NA","    0.00 ","    0.00 ","    0.00 ","NA"
"142",1950,10,"    0.00 ","NA","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","NA","NA","NA","    0.00 ","    0.00 ","    0.00 ","NA","NA","    0.00 ","    0.00 ","NA","NA","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 "
"143",1950,11,"    0.00 ","    0.00 ","    0.00 ","    0.00 ","NA","NA","NA","NA","NA","NA","NA","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","NA","NA","    0.00 ","NA","NA","NA","    0.00 ","NA","    0.00 ","    0.00 ","    0.00 ","NA","NA","NA"
"144",1950,12,"NA","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","NA","    0.00 ","    0.00 ","NA","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","NA","NA","NA","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 "
"145",1951,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"146",1951,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
