"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"445",1950,1,"    0.00 ","    1.26 ","    4.69 ","    7.91 ","    3.96 ","   10.03 ","   16.76 ","    0.00 ","    0.00 ","    3.96 ","    3.24","    0.00 ","    5.21 ","   15.41","    0.26","   14.78 ","    1.72 ","    0.15","    0.00 ","    0.11","    3.30 ","    6.88","    3.30 ","    9.55 ","   14.37","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    8.45 "
"446",1950,2,"    0.00 ","    3.30 ","    1.72 ","    0.00 ","    0.00 ","    1.72 ","    0.11","    0.00 ","   13.61","    0.00 ","    1.87","    0.00 ","    0.00 ","    6.73 ","   26.80 ","    5.02 ","    3.30 ","    0.00 ","   11.75 ","    1.72 ","    0.00 ","    5.02 ","   16.76 ","   13.46 ","    6.73 ","    0.00 ","    0.00 ","    5.02 ","NA","NA","NA"
"447",1950,3,"    5.02 ","    1.72 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   20.29 ","    3.45","    0.00 ","    3.30 ","    3.30 ","   10.03 ","    3.30 ","    3.30 ","    0.00 ","    0.00 ","   25.21 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   17.66 ","    3.30 ","    0.00 ","    0.00 ","   13.11 ","    2.61 ","    0.15","    3.30 ","    0.00 "
"448",1950,4,"    0.15","    2.72","    0.26","   11.35 ","   24.35","    0.11","    0.00 ","    0.00 ","    3.30 ","    0.00 ","    4.48 ","    0.26","    0.11","    0.00 ","    0.11","    0.00 ","    1.05 ","    0.00 ","    0.00 ","   16.34 ","    3.13 ","    0.11","    3.13 ","    0.00 ","    0.11","    4.48 ","    2.82 ","    0.15","    0.00 ","    0.00 ","NA"
"449",1950,5,"    1.78 ","    0.15","    0.00 ","    0.15","    0.15","    0.00 ","    0.15","    0.00 ","    0.00 ","    1.26 ","    0.00 ","    0.00 ","    7.08 ","    0.00 ","    0.15","    3.34 ","    0.00 ","    2.30 ","    3.13 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   10.31 ","    0.15","    5.73 ","    0.15"
"450",1950,6,"   23.51 ","    0.00 ","   10.31 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    7.39 ","    2.09 ","    0.00 ","    0.00 ","    2.30 ","    0.00 ","    0.15","    2.61 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.15","    0.15","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.15","    0.15","NA"
"451",1950,7,"    1.05 ","    7.60 ","    6.56 ","    0.00 ","    0.00 ","   13.74 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.74 ","   17.90 ","    9.99 ","   19.25 ","    0.00 ","    0.00 ","    0.15","    0.74 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.15","    2.09 ","    0.15","    0.00 ","   12.59 ","    4.69 ","   11.35 ","   23.20 "
"452",1950,8,"    0.15","   22.89 ","    3.96 ","    0.00 ","    4.17 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.15","    0.15","    0.00 ","    4.69 ","    2.30 ","    1.26 ","   28.19 ","    5.21 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   10.51 ","   52.01 ","    1.05 ","    0.15"
"453",1950,9,"    0.15","    0.00 ","    0.00 ","    2.61 ","    2.30 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    1.78 ","    0.00 ","    0.00 ","   16.34 ","    8.95 ","    2.61 ","    0.00 ","    0.00 ","    5.21 ","    0.00 ","    0.00 ","    0.00 ","    0.15","    0.11","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","NA"
"454",1950,10,"    0.00 ","    0.00 ","    5.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   10.51 ","    4.48 ","    3.96 ","    5.00 ","    6.25 ","    0.15","    0.00 ","    0.00 ","   12.39 ","    0.15","    0.00 ","    1.26 ","    0.15","    0.15","    0.15","    0.26","    3.13 ","    0.00 ","    0.00 ","    2.30 ","    0.15","    0.00 ","    0.00 "
