"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"397",1950,1,"    0.00 ","    0.11","   11.22 ","    8.36 ","    0.00 ","    0.00 ","    0.00 ","    8.36 ","    0.00 ","   11.22 ","    0.00 ","    0.00 ","   11.22 ","    0.00 ","    8.36 ","    2.75 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   11.22 ","    0.00 ","    0.00 ","    0.00 ","   11.22 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 "
"398",1950,2,"    0.00 ","    2.75 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    5.61 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   13.97 ","    0.00 ","    0.00 ","    5.61 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    2.75 ","NA","NA","NA"
"399",1950,3,"    0.00 ","    0.00 ","    0.00 ","    2.75 ","    0.00 ","    0.00 ","    2.75 ","   16.72 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.11","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.15","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    8.36 ","   25.19 ","    0.00 ","    0.00 ","    0.00 "
"400",1950,4,"    8.36 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   11.22 ","    0.00 ","    0.00 ","    0.11","    0.00 ","   11.22 ","    2.75 ","    0.00 ","    0.00 ","    0.15","    0.15","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    8.36 ","   11.22 ","    2.75 ","    0.00 ","    0.00 ","    8.36 ","NA"
"401",1950,5,"    0.11","    0.00 ","    5.61 ","    0.00 ","    6.87 ","    0.11","    0.00 ","    0.00 ","   16.03 ","    0.11","    0.11","    0.00 ","    0.00 ","    0.11","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    8.12 ","   22.68 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    9.16 "
"402",1950,6,"    0.00 ","    6.87 ","    0.00 ","    0.00 ","   21.33 ","    0.00 ","   12.07 ","    0.00 ","    8.95 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    8.95 ","    9.16 ","    0.00 ","    0.00 ","   16.03 ","    0.15","    0.00 ","    9.68 ","    7.39 ","    0.00 ","    0.00 ","   16.34 ","    0.00 ","   12.91 ","    0.00 ","    0.00 ","NA"
"403",1950,7,"    8.64 ","    0.00 ","    0.00 ","   12.07 ","   10.83 ","    0.00 ","    0.00 ","    0.00 ","    0.15","    0.00 ","    0.00 ","    5.52 ","    0.00 ","    0.00 ","   12.07 ","    0.15","    4.48 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    2.82 ","    0.00 ","    4.48 ","    0.00 ","    0.00 ","    0.00 ","    6.56 ","    0.00 ","    0.00 "
"404",1950,8,"    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.15","   14.99 ","   38.49 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 "
"405",1950,9,"    0.00 ","    0.00 ","   17.17 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   11.55 ","    0.00 ","    0.00 ","    0.11","    5.00 ","    0.11","    0.33 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    4.48 ","    0.00 ","NA"
"406",1950,10,"    0.00 ","   10.31 ","    1.05 ","    0.11","    0.00 ","    0.00 ","    9.16 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   11.35 ","    0.00 ","   21.33 ","    0.00 ","   16.72 ","    0.00 ","    0.00 ","    0.00 ","    0.11","    0.11","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 "
