"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"193",1950,1,"    0.00 ","    4.41 ","   20.65 ","    2.09 ","    0.00 ","    0.00 ","    0.00 ","    1.16 ","    0.00 ","   30.04 ","   17.63 ","    0.00 ","    0.00 ","    8.82 ","   19.14 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.58 ","    0.93 ","    0.00 ","    0.58 ","   17.63 ","    0.00 ","    1.51 ","    1.51 ","    0.00 ","    0.00 ","    1.51 "
"194",1950,2,"    1.51 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.93 ","    0.00 ","    0.00 ","    2.09 ","    5.92 ","    0.93 ","    0.00 ","    1.51 ","   10.90 ","    5.92 ","    0.00 ","    5.92 ","    0.00 ","    0.00 ","    0.00 ","    0.93 ","    2.90 ","    0.00 ","    0.00 ","    0.00 ","    0.93 ","   10.90 ","NA","NA","NA"
"195",1950,3,"    0.00 ","    2.90 ","    0.00 ","   11.83 ","    0.00 ","    5.92 ","   20.65 ","   41.30 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.53 ","    0.53 ","    0.00 ","    0.00 ","    0.00 ","   30.97 ","    0.00 ","   17.63 ","    0.00 ","    0.00 "
"196",1950,4,"    0.00 ","    0.00 ","    0.00 ","    0.00 ","    2.90 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    6.87 ","    8.82 ","   17.63 ","    4.41 ","    0.00 ","    0.00 ","    0.00 ","    1.05 ","    5.73 ","    1.63 ","    0.93 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.58 ","    7.39 ","    2.09 ","    0.74 ","    0.00 ","    0.00 ","NA"
"197",1950,5,"    1.57 ","    0.74 ","    0.00 ","    0.00 ","   27.99 ","    1.51 ","    0.00 ","    0.00 ","    0.00 ","    4.41 ","    2.61 ","    0.00 ","    0.00 ","    0.00 ","    2.09 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   39.53 ","    6.25 ","    1.78 ","    0.00 ","    0.00 ","    0.00 ","    0.00 "
"198",1950,6,"    1.05 ","   11.55 ","    3.96 ","    1.26 ","    1.05 ","    0.74 ","    4.48 ","   30.07 ","    7.39 ","    2.82 ","    2.30 ","    2.61 ","    0.00 ","    0.00 ","   11.55 ","    4.48 ","    0.74 ","    8.43 ","    0.00 ","    1.78 ","    4.48 ","    2.09 ","    0.00 ","    0.00 ","    2.61 ","    8.95 ","    3.65 ","    8.12 ","    3.13 ","   25.28 ","NA"
"199",1950,7,"    1.05 ","    0.00 ","    2.82 ","    3.34 ","    1.57 ","    0.00 ","    0.74 ","    0.00 ","    0.74 ","    0.00 ","    0.00 ","   14.26 ","    1.05 ","    0.00 ","    8.64 ","    5.00 ","    2.61 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   10.51 ","    0.00 ","    0.53 ","    0.00 ","    1.05 ","    0.00 ","    0.53 ","    0.00 ","    0.00 ","    0.00 "
"200",1950,8,"    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    3.65 ","    0.00 ","    1.26 ","    0.00 ","    0.53 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    1.26 ","    1.26 ","    3.13 ","    0.00 ","    1.57 ","   41.19 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    1.26 ","    0.00 "
"201",1950,9,"    0.00 ","    0.00 ","   18.21 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    1.78 ","    0.74 ","    0.00 ","    3.13 ","    0.00 ","    1.26 ","    1.78 ","    8.80 ","    3.34 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.53 ","    1.78 ","    0.00 ","NA"
"202",1950,10,"    2.09 ","    5.21 ","    0.00 ","    3.13 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.74 ","    4.17 ","    0.00 ","    2.30 ","    5.21 ","    2.61 ","   11.55 ","    0.00 ","    6.04 ","    7.39 ","    0.58 ","    1.51 ","    0.00 ","    1.78 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 "
