"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"925",1950,1,"    4.48 ","    3.65 ","   14.47 ","    7.08 ","    0.00 ","   25.13 ","    4.90 ","    1.68 ","    0.00 ","   13.11 ","    0.11","    0.00 ","    9.16 ","    0.74 ","   21.63 ","    0.00 ","    0.11","    1.68 ","    0.00 ","    3.23 ","    1.68 ","    2.09 ","    1.78 ","   15.30 ","    0.00 ","    7.08 ","    0.00 ","    0.00 ","    0.00 ","    0.39 ","    9.80 "
"926",1950,2,"    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    4.17 ","    1.03 ","    0.74 ","    9.99 ","    0.00 ","    0.00 ","    0.00 ","   22.96 ","   24.76 ","    1.89","    0.11","    1.03 ","    2.30 ","    1.91 ","    1.68 ","    8.26 ","   26.93 ","    4.90 ","   16.38 ","    0.00 ","    0.39 ","    0.00 ","    8.12 ","NA","NA","NA"
"927",1950,3,"    1.03 ","    1.68 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    8.30 ","    1.68 ","    0.00 ","    7.08 ","    9.80 ","    9.80 ","    0.00 ","    0.00 ","    0.11","   11.48 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    4.69 ","    8.95 ","    0.00 ","    0.00 ","    6.25 ","   13.11 ","    1.05 ","    1.03 ","    0.00 ","    0.00 "
"928",1950,4,"    4.69 ","    1.78 ","    1.05 ","   20.29 ","    0.53 ","    0.39 ","    0.00 ","    1.16","    0.00 ","    0.00 ","    3.21 ","    3.61 ","    0.39 ","    0.00 ","    0.00 ","    0.00 ","    0.53 ","    0.00 ","    6.87 ","    0.00 ","    9.16 ","    0.15","    0.00 ","    0.00 ","    0.15","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    7.91 ","NA"
"929",1950,5,"    0.74 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   17.69 ","    1.57 ","    0.00 ","    0.00 ","    1.78 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    3.65 ","    2.09 ","    0.00 ","    0.00 ","    0.00 ","    0.15","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   10.83 "
"930",1950,6,"    0.53 ","    0.00 ","   12.59 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    3.96 ","    0.00 ","    0.00 ","    6.04 ","    0.00 ","    0.00 ","    6.87 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    5.52 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    1.78 ","    3.65 ","NA"
"931",1950,7,"    0.00 ","    2.09 ","    0.00 ","   12.39 ","    5.52 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    2.61 ","    4.17 ","    0.00 ","    3.34 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    2.82 ","   19.25 ","    1.05 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    3.13 ","    0.00 ","    0.00 ","    3.34 "
"932",1950,8,"    1.05 ","   14.26 ","    1.26 ","    7.60 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.74 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    3.34 ","    2.30 ","    6.87 ","    1.78 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.15","   15.82 ","   14.26 ","    0.00 ","   11.03 "
"933",1950,9,"    7.08 ","    0.00 ","    0.74 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    2.30 ","    0.00 ","    0.15","   10.51 ","   20.08 ","    7.91 ","    0.00 ","    0.00 ","    0.15","    0.15","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","NA"
"934",1950,10,"    0.00 ","    0.00 ","    3.34 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   18.73 ","   16.55 ","   13.11 ","    1.78 ","    0.15","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.15","    0.00 ","    0.00 ","    3.34 ","    2.30 ","    0.00 ","    0.00 ","    0.00 "
