"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"373",1950,1,"    2.09","    8.64","    5.00","    2.30","    0.10","   17.70","    0.35","    0.00","    1.57","    9.26","    0.00","    0.74","    6.04","    0.00","   20.87","    0.00","    0.74","    0.10","    0.10","    4.19","    2.09","    1.78","   14.23","    8.95","    6.25","    0.74","    0.00","    0.00","    0.00","    7.45","    0.10"
"374",1950,2,"    0.00","    0.00","    0.00","    0.00","    1.05","    0.53","    0.10","    8.43","    1.05","    0.00","    0.00","    0.00","   34.12","   24.76","    0.74","    0.10","    0.00","    1.78","    1.51","    1.16","    7.45","   23.65","    1.51","   11.88","    0.00","    0.00","    0.00","    9.26","NA","NA","NA"
"375",1950,3,"    1.51","    1.51","    0.35","    0.00","    0.00","    0.00","    4.48","    3.60","    0.93","    2.91","    4.12","   10.37","    4.43","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.05","    0.53","    9.28","    2.88","    0.00","    0.00","   18.73","    0.74","    1.15","    0.10","    0.00","    0.00"
"376",1950,4,"    8.64","    4.06","   14.99","    6.56","    0.10","    0.00","    0.35","    0.35","    0.00","    2.61","    0.53","    1.16","    0.00","    0.00","    0.00","    1.05","    0.00","    0.00","    7.60","    1.05","    2.19","    0.00","    0.00","    0.53","    3.96","    0.00","    0.00","    0.00","    0.00","    7.91","NA"
"377",1950,5,"    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    7.60","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   34.33","    0.74","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.34","    0.00","    0.00","    0.00","    0.00","   13.43"
"378",1950,6,"    2.30","    6.87","    1.78","    0.00","    0.00","    0.00","    0.00","    0.00","    0.74","    2.61","    0.00","    0.00","    6.04","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.15","    0.00","    0.00","    0.74","    0.00","    0.00","    0.15","    0.00","    0.53","    2.61","    0.74","NA"
"379",1950,7,"    0.00","    3.34","   17.17","    0.15","    0.00","    0.00","    0.00","    0.00","    0.00","    9.47","    0.15","    0.00","    2.30","    0.00","    0.00","    0.00","    0.00","    3.34","   19.46","    0.00","    0.00","    0.00","    0.00","   14.47","    0.00","    0.00","    0.00","    0.00","    0.00","    1.05","    1.57"
"380",1950,8,"    7.39","    0.15","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.26","    0.00","    0.00","    0.00","    0.00","    0.00","    0.15","    8.12","    8.43","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.15","    4.69","    0.00","   46.50","   36.10","    1.26","   17.38"
"381",1950,9,"    0.00","    0.00","    6.87","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.05","    0.00","    3.34","    4.69","    6.04","    0.74","    0.00","    0.00","    2.30","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","NA"
"382",1950,10,"    0.00","    0.00","    9.47","    0.00","    0.00","    0.00","    0.00","    0.00","   20.60","    9.16","   11.03","    0.53","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    8.95","    0.00","    0.00","    0.00","    0.00"
