"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"433",1950,1,"    0.00","   14.88","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    7.44","    0.00","    0.00","    0.00","    7.44","   12.99","    7.44","    0.00","    1.90","    0.00","    0.00","    0.00","    7.44","    0.00","   11.09","   18.53","    1.90","    0.00","    5.54","    2.92","    0.00","    0.00","    0.00"
"434",1950,2,"    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.73","    0.00","    5.25","    1.90","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   12.99","    5.54","    0.00","   11.09","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","NA","NA","NA"
"435",1950,3,"    0.00","    0.00","    0.00","    0.13","    0.00","    5.52","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.90","    0.00","    0.00","    0.00","    1.17","    0.00","    0.00","    0.73","    0.00","    0.13","    0.00","    0.00","    0.00","    0.00","    1.90","    0.00"
"436",1950,4,"    0.00","    0.13","    0.00","    0.00","    0.00","    0.00","    0.00","    5.54","   11.09","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   11.03","    0.00","   11.27","    0.00","    0.00","    3.80","    0.00","    0.00","    7.44","    3.65","    0.00","    1.90","   11.09","    0.00","NA"
"437",1950,5,"    5.54","    0.00","   11.55","    0.00","   26.63","   15.82","    0.00","   21.12","    4.69","    0.00","    0.00","    0.00","    0.00","    0.74","    0.00","    0.00","    0.15","    0.00","    0.00","    0.00","   11.55","    1.05","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   11.87","    2.61"
"438",1950,6,"    1.78","    3.13","    0.00","    0.00","    0.00","    0.00","    0.00","    0.53","    1.78","    1.57","    0.00","    2.09","    0.00","    3.34","   10.83","    0.00","    0.00","    2.82","    6.87","    0.00","    1.26","   10.31","    0.00","    0.00","   12.39","   26.11","    9.68","    0.00","   13.11","    0.00","NA"
"439",1950,7,"    2.09","    0.74","    5.73","    3.96","    0.00","    0.00","    0.00","    4.48","    0.53","    0.00","   31.11","    0.74","    0.00","    6.25","   25.28","    1.26","    0.00","    0.00","    0.00","    3.65","    9.99","    2.09","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.65","   12.39","    5.52"
"440",1950,8,"    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.78","    0.00","    0.00","    0.00","    0.00","    7.08","   11.35","    0.00","    0.00","    0.00","    5.21","    0.00","   12.59","    3.13","    6.87","    1.78","    0.74","    0.00","    0.00","    0.00","    0.00","    0.00","    1.57","    0.00"
"441",1950,9,"    0.00","   17.90","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   15.51","    5.52","    0.00","    1.05","    1.26","    0.00","    0.00","    1.57","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    4.17","    0.00","    0.00","   65.43","NA"
"442",1950,10,"   14.47","   10.31","    7.39","    0.00","NA","NA","    0.00","    0.00","    0.00","    0.00","    1.05","    0.00","    0.00","    7.39","    0.00","    0.00","    0.00","    0.00","    3.65","   18.53","    0.73","    2.30","    0.00","    0.00","    0.00","    0.00","    0.00","    1.26","    0.00","    0.00","    0.00"
