"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"745",1950,1,"    0.00 ","    7.91 ","   26.63 ","    6.69 ","    0.00 ","   18.20 ","    0.00 ","    0.00 ","   23.51 ","    0.00 ","    0.00 ","    4.69 ","    6.25 ","   10.83 ","    3.65 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    6.63 ","    0.00 ","    0.00 ","   25.80 ","    4.48 ","   13.11 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   13.26 "
"746",1950,2,"    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   10.31 ","    0.00 ","    0.00 ","    0.00 ","   14.82 ","   54.51","    3.34 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   11.57 ","    3.25 ","    4.94 ","    3.25 ","    0.00 ","    0.00 ","    0.00","    3.34","NA","NA","NA"
"747",1950,3,"    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.11","    0.00 ","    3.34 ","   14.99 ","    6.63 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    3.34 ","    0.00 ","    0.00 ","    1.78 ","   14.47 ","   36.93 ","    7.08 ","    0.00 ","    0.00 ","    0.00 ","    0.00 "
"748",1950,4,"    0.00 ","   24.55 ","    7.91 ","    3.34 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    2.61 ","    0.00 ","    0.11","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    2.30 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   14.26 ","   33.29 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   11.35 ","    4.48 ","NA"
"749",1950,5,"    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    6.56 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    1.57 ","    0.00 ","   19.46 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    3.65 "
"750",1950,6,"    0.00 ","    3.13 ","    4.69 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   26.95 ","    0.00 ","    0.00 ","    0.00 ","    7.91 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    3.65 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   45.15 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","NA"
"751",1950,7,"    4.48 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   27.15 ","    0.00 ","    0.00 ","   30.90 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    1.05 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    2.61 "
"752",1950,8,"    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    3.13 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   15.30 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    1.78 ","   28.71 ","    0.00 ","    0.00 ","   46.71 "
"753",1950,9,"    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   19.77 ","    1.05 ","   22.37 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   18.94 ","    3.34 ","    0.00 ","    3.13 ","    1.78 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","NA"
"754",1950,10,"    0.00 ","    1.57 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    5.52 ","   22.16 ","    0.00 ","    1.78 ","    0.00 ","    8.43 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    1.26 ","    0.00 ","    0.00 ","    5.73 ","    6.04 ","    0.00 ","    0.00 ","    0.00 ","    0.00 "
