"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"697",1950,1,"    0.00 ","    0.95 ","   18.68 ","    0.60 ","    0.00 ","    0.36 ","    0.00 ","    3.93 ","    0.00 ","   13.33 ","    0.00 ","    1.19 ","    2.74 ","    0.21","    7.62 ","    6.07 ","    1.79 ","    1.19 ","    0.36 ","    0.00 ","    0.00 ","    0.95 ","    0.00 ","    3.93 ","    0.60 ","    0.95 ","    0.00 ","    7.62 ","    0.21","    0.00 ","    0.95 "
"698",1950,2,"    0.00 ","    3.33 ","    2.14 ","    0.00 ","    1.19 ","    0.00 ","    0.00 ","    5.12 ","    0.21","    3.93 ","    4.28 ","    0.21","    0.00 ","    1.19 ","    4.28 ","    0.95 ","    0.60 ","    2.98 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.95 ","    0.00 ","    0.00 ","    0.00 ","    0.21","   15.11 ","NA","NA","NA"
"699",1950,3,"    2.74 ","    0.60 ","    0.00 ","    6.66 ","    2.14 ","    1.79 ","   21.18 ","   19.40 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.60 ","    0.00 ","    0.00 ","    0.36 ","    0.36 ","    1.55 ","    0.60 ","    0.00 ","    0.00 ","    0.36 ","    1.34 ","    0.00 ","    1.19 ","    0.00 ","    9.64 ","   13.57 ","    0.00 ","    0.00 ","    0.00 "
"700",1950,4,"    0.00 ","    0.60 ","    0.60 ","    0.00 ","    0.00 ","    0.60 ","    3.57 ","    0.00 ","    0.00 ","    1.93 ","   15.71 ","   10.00 ","    2.14 ","    0.00 ","    0.00 ","    3.65 ","    0.00 ","    2.61 ","    3.86","    0.21","    0.00 ","    0.00 ","    0.60 ","    0.21","    0.60 ","    0.60 ","    1.10 ","    0.21","    0.00 ","    0.00 ","NA"
"701",1950,5,"    7.16 ","    0.21","    0.00 ","    0.00 ","   21.33 ","    8.33 ","    0.21","    0.00 ","    5.52 ","    2.61 ","    0.00 ","    0.00 ","    0.60 ","    3.42 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    1.05 ","   31.63 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    3.65 "
"702",1950,6,"    0.30","    9.16 ","    1.78 ","    5.52 ","    8.43 ","    0.74 ","    0.00 ","   12.91 ","    7.60 ","    3.65 ","    0.00 ","    8.64 ","    0.51","    3.13 ","   14.30 ","    7.26 ","    0.00 ","    5.73 ","   12.91 ","    0.60 ","    4.48 ","    1.05 ","    4.69 ","    0.00 ","    0.00 ","   12.59 ","    5.52 ","    9.99 ","    5.21 ","    9.16 ","NA"
"703",1950,7,"    0.00 ","    6.25 ","    0.53 ","    0.00 ","    2.61 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   10.83 ","    2.30 ","    0.74 ","    3.13 ","    5.52 ","    6.56 ","    1.05 ","    0.00 ","    0.00 ","    0.00 ","   14.47 ","    2.61 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    2.30 ","    0.30"
"704",1950,8,"    0.00 ","    0.30","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    1.26 ","    0.30","    0.53 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.30","    0.74 ","    0.00 ","    8.12 ","    1.57 ","    3.65 ","   10.51 ","    2.09 ","   29.03 ","    0.00 ","    0.00 ","    1.05 ","    0.00 ","    0.00 ","    0.00 ","    5.00 "
"705",1950,9,"    1.26 ","    0.00 ","   14.47 ","    0.00 ","    1.26 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    1.78 ","    1.78 ","    0.00 ","    0.74 ","    7.91 ","    1.57 ","    3.34 ","    2.82 ","    6.04 ","   12.39 ","    0.00 ","    0.00 ","    0.00 ","    0.30","    0.74 ","    0.00 ","    1.78 ","NA"
"706",1950,10,"    3.13 ","   28.19 ","    1.78 ","    3.34 ","    0.00 ","    0.00 ","    5.00 ","    0.53 ","    0.30","    0.00 ","    1.78 ","    1.26 ","    0.21","    0.21","    0.00 ","    8.43 ","    0.60 ","    5.26 ","    4.59 ","    4.28 ","    1.19 ","    1.19 ","    0.21","    6.99 ","    3.71 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 "
"707",1950,11,"    0.21","    0.00 ","    0.00 ","    0.00 ","    1.19 ","    1.19 ","    0.21","    0.36 ","   37.84 ","    0.21","    1.19 ","    0.60 ","    0.00 ","    0.00 ","    0.00 ","   15.11 ","    0.00 ","    4.92 ","   10.51 ","    1.19 ","    0.21","    0.60 ","    0.00 ","    2.38 ","    7.53 ","    5.28 ","   13.57 ","    4.52 ","    9.04 ","   10.59 ","NA"
"708",1950,12,"    2.38 ","    0.60 ","   10.59 ","    1.19 ","    0.00 ","    0.00 ","    1.05 ","    2.53 ","    2.98 ","    0.60 ","    1.19 ","   16.66 ","    2.38 ","    0.00 ","    0.00 ","    0.21","    0.60 ","    0.60 ","    1.55 ","    1.55 ","    0.00 ","    1.55 ","   22.02 ","    2.98 ","    0.00 ","    0.21","    2.14 ","    0.00 ","    0.00 ","    0.95 ","    1.79 "
