"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"205",1950,1,"    0.00","    4.55","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    5.61","    9.64","    0.32","    2.44","    0.00","    0.53","    9.43","    1.06","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    6.46","    0.53","    0.53","    0.00","    0.85","    0.00","    0.32","    0.53"
"206",1950,2,"    0.53","    0.32","    0.53","    0.00","    0.00","    0.00","    1.06","    0.85","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.06","    0.00","    0.00","    3.18","    0.53","    2.12","    1.06","    0.00","    0.32","    0.00","    4.34","    4.55","NA","NA","NA"
"207",1950,3,"    0.32","    0.85","    0.00","    0.00","    0.00","   13.77","    0.32","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.85","    0.00","    0.00","    0.32","    0.53","    0.00","    0.00","    0.32","    0.32","    0.00","    0.00","    0.00","    0.00","    0.53","    0.00"
"208",1950,4,"    0.00","    0.00","    0.00","    0.00","    0.00","    3.50","    0.00","    0.00","    1.38","    3.50","    4.55","    0.00","    0.00","    0.00","    0.00","    4.13","   11.82","    2.94","   10.49","    0.85","    0.32","    0.00","    0.00","    0.00","    4.02","    9.64","    5.61","    0.32","    0.00","    0.00","NA"
"209",1950,5,"    1.59","    0.00","    0.00","    3.81","    4.94","    0.53","    0.00","    2.34","   11.63","    3.81","    0.00","    0.00","    6.37","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.11","    1.56","    0.00","    0.00","    0.00","    0.00","    0.00","    0.92","    1.56","    0.47"
"210",1950,6,"    0.92","    3.94","    0.65","    0.00","    0.00","    0.00","    0.65","   13.19","    9.98","    0.00","    0.00","    2.30","    0.00","   10.17","    4.13","    0.00","    0.00","    7.61","    4.40","    0.65","    0.92","   19.05","    1.11","    0.00","   21.33","    9.98","    9.07","    8.52","    3.49","    0.00","NA"
"211",1950,7,"    0.00","    2.94","    4.86","   16.48","    0.00","    0.00","    2.75","    0.00","   29.48","    0.00","   16.48","    8.34","    0.92","    0.00","    0.00","   13.00","    6.96","    2.94","    3.67","    6.51","    0.00","    0.00","    4.40","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00"
"212",1950,8,"    0.00","    0.00","    0.00","    0.00","    0.00","    2.94","    0.00","    0.47","    0.65","    0.00","    0.00","    0.00","    0.00","    0.92","    0.00","    4.13","    0.00","   13.00","    3.94","    8.34","    4.86","    8.34","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.30","   17.67","    0.00"
"213",1950,9,"    0.00","    9.07","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.84","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.47","    0.19","    0.00","    0.00","    0.00","    0.00","    8.80","    0.00","    0.00","    0.00","NA"
"214",1950,10,"    4.13","   22.43","    1.88","    0.00","    0.00","    1.56","    6.96","   13.19","    0.00","    0.00","    9.98","    2.48","    0.00","    0.00","    7.15","    0.47","    4.59","    5.40","    1.06","    1.91","    0.00","    0.53","    8.05","    2.38","    0.00","    0.00","    0.65","    0.00","    0.00","    0.00","    0.00"
