"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"433",1950,1,"    0.15","    2.82 ","    6.56 ","    7.30 ","    0.00 ","    0.00 ","    2.85 ","    1.48 ","    0.00 ","    7.60 ","    0.00 ","    0.00 ","   14.48 ","    4.33 ","    4.33 ","    1.48 ","    2.85 ","   11.63 ","    0.00 ","    0.00 ","    1.48 ","    1.48 ","    0.00 ","    0.00 ","   25.31 ","   18.13 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 "
"434",1950,2,"    0.00 ","    1.48 ","    0.00 ","    0.00 ","    0.11","    1.48 ","    0.00 ","    0.00 ","    7.30 ","    0.00 ","    7.30 ","    0.00 ","    0.00 ","   24.62 ","    1.48 ","    5.81 ","    0.00 ","    5.81 ","   11.63 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    1.48 ","    0.00 ","    0.11","    0.00 ","    0.00 ","NA","NA","NA"
"435",1950,3,"    5.81 ","    0.00 ","    0.00 ","    0.00 ","    4.33 ","    0.00 ","    0.00 ","   14.70 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    1.48 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    2.82 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    9.46 ","   14.20 ","    0.00 ","    0.00 ","    0.00 "
"436",1950,4,"   21.77 ","    5.81 ","    0.11","   10.12 ","    5.81 ","    0.00 ","    8.66 ","    0.00 ","    0.00 ","    0.00 ","    6.98","    2.85 ","    0.11","    0.11","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    6.87 ","    0.00 ","    0.11","    0.15","    1.48 ","    0.00 ","    0.00 ","    1.26 ","    3.34 ","    1.48 ","    0.00 ","    0.00 ","NA"
"437",1950,5,"    0.00 ","    0.00 ","    9.72 ","    0.00 ","    0.00 ","    6.25 ","    0.00 ","    0.00 ","    1.78 ","    0.15","    0.00 ","    0.00 ","   14.26 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   30.59 ","   15.51 ","    0.15","    0.00 ","    0.00 ","    8.12 "
"438",1950,6,"    0.00 ","    0.00 ","    3.13 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   19.25 ","    0.00 ","    0.00 ","    4.17 ","    0.00 ","    0.00 ","   10.83 ","    0.00 ","    0.00 ","    0.15","    7.39 ","    0.00 ","    2.82 ","    6.25 ","    0.00 ","    0.00 ","    7.08 ","    0.74 ","    0.00 ","    0.00 ","    5.00 ","NA"
"439",1950,7,"    0.00 ","   16.86 ","    0.00 ","    0.00 ","   10.83 ","    3.13 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    2.09 ","    3.13 ","    3.65 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.15","    0.00 ","   20.29 ","    8.64 ","    1.05 ","    0.00 ","    0.00 ","    7.60 ","    0.00 ","    0.00 "
"440",1950,8,"    0.15","   22.37 ","   16.86 ","    4.17 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.15","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    1.78 ","    0.15","    1.05 ","    0.00 ","    0.00 ","    0.00 ","    5.52 ","    0.00 ","   16.55 ","    0.15","   10.83 ","    0.00 ","    0.74 ","    0.00 ","    0.00 ","    0.00 ","    0.00 "
"441",1950,9,"    0.00 ","    0.00 ","    1.26 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    5.21 ","    1.05 ","    0.00 ","    6.25 ","    1.05 ","    0.00 ","    2.09 ","    0.00 ","    0.11","    0.00 ","    0.00 ","    0.00 ","    0.15","    6.04 ","    3.34 ","    0.00 ","NA"
"442",1950,10,"    0.00 ","    0.00 ","    4.17 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    2.09 ","    0.00 ","    4.17 ","    5.52 ","   15.51 ","    1.63","    0.00 ","    0.00 ","   12.59 ","    3.13 ","    1.26 ","    1.57 ","    0.11","    0.00 ","    0.00 ","    2.85 ","    3.34 ","    4.33 ","    0.00 ","    2.82 ","    1.05 ","    0.00 ","    0.00 ","    0.00 "
