"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"433",1950,1,"    0.00 ","   20.71 ","    3.88 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    5.20 ","    0.00 ","    0.00 ","    0.00 ","    7.75 ","    8.57 ","    5.20 ","    0.00 ","    2.55 ","    0.00 ","    0.00 ","    4.39 ","    3.88 ","    0.00 ","    5.20 ","   16.32 ","    0.82 ","    0.00 ","    1.84 ","    7.75 ","    0.00 ","    0.00 ","    0.00 "
"434",1950,2,"    0.82 ","    0.51 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    2.55 ","    0.00 ","    3.37 ","    3.06 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    7.24 ","    0.51 ","    2.55 ","    6.53 ","    0.00 ","    7.24 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    1.33 ","    0.51 ","NA","NA","NA"
"435",1950,3,"    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    7.75 ","    2.55 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    2.55 ","    1.33 ","    0.00 ","   12.95 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   14.28 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    9.08 ","    5.20 ","    0.00 ","    0.00 ","    0.00 ","    0.00 "
"436",1950,4,"    2.55 ","    7.24 ","    2.55 ","    0.00 ","    0.00 ","    1.33 ","    0.00 ","    0.00 ","    5.20 ","    3.88 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    2.55 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   23.36 ","   18.16 ","    6.53 ","    1.33 ","    0.00 ","    2.55 ","    5.20 ","NA"
"437",1950,5,"    6.53 ","    4.69 ","    0.00 ","   33.29 ","    0.00 ","   39.84 ","    0.00 ","   17.38 ","    3.34 ","    0.00 ","    0.00 ","    0.00 ","    1.26 ","    0.00 ","    0.00 ","    0.00 ","    3.34 ","    0.74 ","    0.00 ","    0.00 ","    1.57 ","    0.00 ","    9.47 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    3.13 ","    0.74 ","    4.17 "
"438",1950,6,"    2.09 ","    1.05 ","    0.00 ","    0.00 ","    0.00 ","    0.53 ","    0.00 ","    0.00 ","    1.05 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","   48.58 ","    0.00 ","    0.00 ","    0.00 ","   17.69 ","    0.53 ","   10.83 ","   16.03 ","    0.00 ","   23.51 ","   34.02 ","    1.05 ","   12.59 ","    1.78 ","    0.15","   19.77 ","NA"
"439",1950,7,"    1.05 ","    0.00 ","    3.96 ","    1.05 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    6.56 ","    0.15","    3.34 ","   13.11 ","   89.55 ","    0.00 ","    1.26 ","    0.00 ","    0.00 ","    7.91 ","    1.26 ","    0.53 ","    1.26 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    2.09 ","    8.43 ","   15.51 "
"440",1950,8,"    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    1.05 ","    0.74 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    2.61 ","   17.38 ","    0.00 ","    0.00 ","    0.00 ","    5.21 ","    0.00 ","    1.05 ","    2.61 ","    3.65 ","   23.20 ","   28.51 ","    0.00 ","    0.00 ","    0.00 ","    3.96 ","    0.53 ","    3.96 ","    0.00 "
"441",1950,9,"    0.00 ","   22.37 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    3.34 ","    0.00 ","    0.74 ","    0.00 ","    1.26 ","    0.00 ","    0.00 ","    0.00 ","    8.12 ","    0.74 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    9.47 ","    0.53 ","    0.00 ","   13.11 ","NA"
"442",1950,10,"   23.51 ","    7.91 ","    3.65 ","    0.00 ","    0.53 ","    7.39 ","    0.00 ","    0.00 ","    0.00 ","    0.53 ","    0.00 ","    0.00 ","    0.00 ","    1.05 ","    3.96 ","    0.00 ","    0.00 ","    1.26 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.53 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 ","    0.00 "
